name,url
zombies-in-popular-culture,https://jcrt.org/archives/keywords/zombies-in-popular-culture/
zombies,https://jcrt.org/archives/keywords/zombies/
zupanc-ic,https://jcrt.org/archives/keywords/zupanc-ic/
authors-sitemap.xml,https://jcrt.org/authors-sitemap.xml
authors,https://jcrt.org/authors/
a-d-c-cake,https://jcrt.org/authors/a-d-c-cake/
a-d-carson,https://jcrt.org/authors/a-d-carson/
a-davis-lewis,https://jcrt.org/authors/a-davis-lewis/
a-g-holdier,https://jcrt.org/authors/a-g-holdier/
aaron-bibb,https://jcrt.org/authors/aaron-bibb/
aaron-klink,https://jcrt.org/authors/aaron-klink/
aaron-kunin,https://jcrt.org/authors/aaron-kunin/
aaron-t-lockhart,https://jcrt.org/authors/aaron-t-lockhart/
aaron-urbanczyk,https://jcrt.org/authors/aaron-urbanczyk/
aaron-v-burton,https://jcrt.org/authors/aaron-v-burton/
ada-s-jaarsma,https://jcrt.org/authors/ada-s-jaarsma/
adam-dj-brett,https://jcrt.org/authors/adam-dj-brett/
adam-f-braun,https://jcrt.org/authors/adam-f-braun/
adam-katz,https://jcrt.org/authors/adam-katz/
adam-kotsko,https://jcrt.org/authors/adam-kotsko/
adam-loch,https://jcrt.org/authors/adam-loch/
adam-s-miller,https://jcrt.org/authors/adam-s-miller/
agata-bielik-robson,https://jcrt.org/authors/agata-bielik-robson/
alan-j-richard,https://jcrt.org/authors/alan-j-richard/
alan-jay-richard,https://jcrt.org/authors/alan-jay-richard/
albert-mcclure,https://jcrt.org/authors/albert-mcclure/
alberto-urquidez,https://jcrt.org/authors/alberto-urquidez/
alex-dubilet,https://jcrt.org/authors/alex-dubilet/
alex-schulman,https://jcrt.org/authors/alex-schulman/
alex-skinner,https://jcrt.org/authors/alex-skinner/
ali-hval,https://jcrt.org/authors/ali-hval/
alina-n-feld,https://jcrt.org/authors/alina-n-feld/
almut-barbara-renger,https://jcrt.org/authors/almut-barbara-renger/
alon-segev,https://jcrt.org/authors/alon-segev/
amaranth-borsuk,https://jcrt.org/authors/amaranth-borsuk/
amaryah-armstrong,https://jcrt.org/authors/amaryah-armstrong/
amit-gvaryahu,https://jcrt.org/authors/amit-gvaryahu/
amy-evans,https://jcrt.org/authors/amy-evans/
amy-m-green,https://jcrt.org/authors/amy-m-green/
ananda-abeysekara,https://jcrt.org/authors/ananda-abeysekara/
andrea-l-stanton,https://jcrt.org/authors/andrea-l-stanton/
andrea-sun-mee-jones,https://jcrt.org/authors/andrea-sun-mee-jones/
andrew-j-ball,https://jcrt.org/authors/andrew-j-ball/
andrew-saldino,https://jcrt.org/authors/andrew-saldino/
andrew-stone-porter,https://jcrt.org/authors/andrew-stone-porter/
andrew-tatusko,https://jcrt.org/authors/andrew-tatusko/
andrew-w-hass,https://jcrt.org/authors/andrew-w-hass/
andrew-w-metcalfe,https://jcrt.org/authors/andrew-w-metcalfe/
angie-heo,https://jcrt.org/authors/angie-heo/
anindya-sekhar-purakayastha,https://jcrt.org/authors/anindya-sekhar-purakayastha/
ann-game,https://jcrt.org/authors/ann-game/
ann-m-fox,https://jcrt.org/authors/ann-m-fox/
anna-kornbluh,https://jcrt.org/authors/anna-kornbluh/
anna-maria-edlinger,https://jcrt.org/authors/anna-maria-edlinger/
anna-maria-magnasco,https://jcrt.org/authors/anna-maria-magnasco/
anna-westin,https://jcrt.org/authors/anna-westin/
anthony-j-steinbock,https://jcrt.org/authors/anthony-j-steinbock/
anthony-l-macri,https://jcrt.org/authors/anthony-l-macri/
anthony-paul-smith,https://jcrt.org/authors/anthony-paul-smith/
anthony-shelton,https://jcrt.org/authors/anthony-shelton/
antonio-gnolio,https://jcrt.org/authors/antonio-gnolio/
antonio-negri,https://jcrt.org/authors/antonio-negri/
apple-zefelius-igrek,https://jcrt.org/authors/apple-zefelius-igrek/
april-o-brien,https://jcrt.org/authors/april-o-brien/
ariadne-dubus,https://jcrt.org/authors/ariadne-dubus/
arne-de-boever,https://jcrt.org/authors/arne-de-boever/
arthur-bradley,https://jcrt.org/authors/arthur-bradley/
arthur-horowitz,https://jcrt.org/authors/arthur-horowitz/
artur-sebastian-rosman,https://jcrt.org/authors/artur-sebastian-rosman/
ashley-graham,https://jcrt.org/authors/ashley-graham/
b-c-knowlton,https://jcrt.org/authors/b-c-knowlton/
b-keith-putt,https://jcrt.org/authors/b-keith-putt/
barbara-alice-mann,https://jcrt.org/authors/barbara-alice-mann/
barbara-muraca,https://jcrt.org/authors/barbara-muraca/
beatrice-marovich,https://jcrt.org/authors/beatrice-marovich/
benjamin-bennett-carpenter,https://jcrt.org/authors/benjamin-bennett-carpenter/
benjamin-fong,https://jcrt.org/authors/benjamin-fong/
benjamin-p-davis,https://jcrt.org/authors/benjamin-p-davis/
benjamin-stahlberg,https://jcrt.org/authors/benjamin-stahlberg/
benjamin-steele-fisher,https://jcrt.org/authors/benjamin-steele-fisher/
bennett-gilbert,https://jcrt.org/authors/bennett-gilbert/
berel-dov-lerner,https://jcrt.org/authors/berel-dov-lerner/
betty-hill-lyons,https://jcrt.org/authors/betty-hill-lyons/
bhrigupati-singh,https://jcrt.org/authors/bhrigupati-singh/
bo-eberle,https://jcrt.org/authors/bo-eberle/
bostjan-nedoh,https://jcrt.org/authors/bostjan-nedoh/
boyd-blundell,https://jcrt.org/authors/boyd-blundell/
bradley-a-johnson,https://jcrt.org/authors/bradley-a-johnson/
bradley-onishi,https://jcrt.org/authors/bradley-onishi/
branko-klun,https://jcrt.org/authors/branko-klun/
brian-britt,https://jcrt.org/authors/brian-britt/
brian-buchanan,https://jcrt.org/authors/brian-buchanan/
brian-shudo-schroeder,https://jcrt.org/authors/brian-shudo-schroeder/
brigid-burke,https://jcrt.org/authors/brigid-burke/
brooke-schedneck,https://jcrt.org/authors/brooke-schedneck/
bruce-janz,https://jcrt.org/authors/bruce-janz/
bryan-s-rennie,https://jcrt.org/authors/bryan-s-rennie/
c-jason-lee,https://jcrt.org/authors/c-jason-lee/
camelia-elias,https://jcrt.org/authors/camelia-elias/
camille-grace-leon-angelo,https://jcrt.org/authors/camille-grace-leon-angelo/
carissa-devine,https://jcrt.org/authors/carissa-devine/
carl-raschke,https://jcrt.org/authors/carl-raschke/
carlo-salzani,https://jcrt.org/authors/carlo-salzani/
carol-s-anderson,https://jcrt.org/authors/carol-s-anderson/
caterina-gaetano,https://jcrt.org/authors/caterina-gaetano/
catherine-keller,https://jcrt.org/authors/catherine-keller/
catherine-malabou,https://jcrt.org/authors/catherine-malabou/
catherine-walsh,https://jcrt.org/authors/catherine-walsh/
celinet-duran-jimenez,https://jcrt.org/authors/celinet-duran-jimenez/
charles-e-winquist,https://jcrt.org/authors/charles-e-winquist/
charles-h-long,https://jcrt.org/authors/charles-h-long/
charles-nuckolls,https://jcrt.org/authors/charles-nuckolls/
charles-taylor,https://jcrt.org/authors/charles-taylor/
charlotte-merriman,https://jcrt.org/authors/charlotte-merriman/
chris-durante,https://jcrt.org/authors/chris-durante/
chris-fox,https://jcrt.org/authors/chris-fox/
christina-gschwandtner,https://jcrt.org/authors/christina-gschwandtner/
christina-m-gschwandtner,https://jcrt.org/authors/christina-m-gschwandtner/
christopher-d-rodkey,https://jcrt.org/authors/christopher-d-rodkey/
christopher-durante,https://jcrt.org/authors/christopher-durante/
christopher-m-flavin,https://jcrt.org/authors/christopher-m-flavin/
christopher-m-taylor,https://jcrt.org/authors/christopher-m-taylor/
christopher-mayes,https://jcrt.org/authors/christopher-mayes/
christopher-w-haley,https://jcrt.org/authors/christopher-w-haley/
christy-flanagan-feddon,https://jcrt.org/authors/christy-flanagan-feddon/
cj-gordon,https://jcrt.org/authors/cj-gordon/
clayton-crockett,https://jcrt.org/authors/clayton-crockett/
colbey-emmerson-reid,https://jcrt.org/authors/colbey-emmerson-reid/
cory-stockwell,https://jcrt.org/authors/cory-stockwell/
craig-craig-edward-martin,https://jcrt.org/authors/craig-craig-edward-martin/
craig-j-saper,https://jcrt.org/authors/craig-j-saper/
creston-davis,https://jcrt.org/authors/creston-davis/
curtis-l-thompson,https://jcrt.org/authors/curtis-l-thompson/
cyril-hovorun,https://jcrt.org/authors/cyril-hovorun/
d-a-shane,https://jcrt.org/authors/d-a-shane/
daniel-boscaljon,https://jcrt.org/authors/daniel-boscaljon/
daniel-colucciello-barber,https://jcrt.org/authors/daniel-colucciello-barber/
daniel-douglas-miller,https://jcrt.org/authors/daniel-douglas-miller/
daniel-e-rossi-keen,https://jcrt.org/authors/daniel-e-rossi-keen/
daniel-fishley,https://jcrt.org/authors/daniel-fishley/
daniel-j-mcclain,https://jcrt.org/authors/daniel-j-mcclain/
daniel-l-tate,https://jcrt.org/authors/daniel-l-tate/
daniel-m-finer,https://jcrt.org/authors/daniel-m-finer/
daniel-m-jr-bell,https://jcrt.org/authors/daniel-m-jr-bell/
daniel-mckanan,https://jcrt.org/authors/daniel-mckanan/
daniel-reiser,https://jcrt.org/authors/daniel-reiser/
daniel-rhodes,https://jcrt.org/authors/daniel-rhodes/
daniel-steinmetz-jenkins,https://jcrt.org/authors/daniel-steinmetz-jenkins/
daniel-tutt,https://jcrt.org/authors/daniel-tutt/
daniel-weidner,https://jcrt.org/authors/daniel-weidner/
danielle-celermajer,https://jcrt.org/authors/danielle-celermajer/
danielle-s-nagle,https://jcrt.org/authors/danielle-s-nagle/
darlene-m-juschka,https://jcrt.org/authors/darlene-m-juschka/
darrell-j-fasching,https://jcrt.org/authors/darrell-j-fasching/
darshan-datar,https://jcrt.org/authors/darshan-datar/
david-a-adcock,https://jcrt.org/authors/david-a-adcock/
david-b-dillard-wright,https://jcrt.org/authors/david-b-dillard-wright/
david-c-wood,https://jcrt.org/authors/david-c-wood/
david-dandy,https://jcrt.org/authors/david-dandy/
david-hale,https://jcrt.org/authors/david-hale/
david-kim,https://jcrt.org/authors/david-kim/
david-kline,https://jcrt.org/authors/david-kline/
david-leroy-miller,https://jcrt.org/authors/david-leroy-miller/
david-r-glowacki,https://jcrt.org/authors/david-r-glowacki/
david-reinhart,https://jcrt.org/authors/david-reinhart/
david-w-congdon,https://jcrt.org/authors/david-w-congdon/
dean-dettloff,https://jcrt.org/authors/dean-dettloff/
delbert-hayden,https://jcrt.org/authors/delbert-hayden/
dennis-m-weiss,https://jcrt.org/authors/dennis-m-weiss/
derek-cook,https://jcrt.org/authors/derek-cook/
derek-michaud,https://jcrt.org/authors/derek-michaud/
devin-singh,https://jcrt.org/authors/devin-singh/
diako-alikhani,https://jcrt.org/authors/diako-alikhani/
diane-e-johnson,https://jcrt.org/authors/diane-e-johnson/
dj-spooky-that-subliminal-kid,https://jcrt.org/authors/dj-spooky-that-subliminal-kid/
donald-l-turner,https://jcrt.org/authors/donald-l-turner/
donna-bowman,https://jcrt.org/authors/donna-bowman/
donnie-featherston,https://jcrt.org/authors/donnie-featherston/
dorina-miller-parmenter,https://jcrt.org/authors/dorina-miller-parmenter/
dragan-prole,https://jcrt.org/authors/dragan-prole/
dragos-stoica,https://jcrt.org/authors/dragos-stoica/
drew-m-dalton,https://jcrt.org/authors/drew-m-dalton/
duygu-sendag,https://jcrt.org/authors/duygu-sendag/
eddo-evink,https://jcrt.org/authors/eddo-evink/
edith-wyschogrod,https://jcrt.org/authors/edith-wyschogrod/
editors,https://jcrt.org/authors/editors/
edward-f-mooney,https://jcrt.org/authors/edward-f-mooney/
edward-s-casey,https://jcrt.org/authors/edward-s-casey/
eglute-trinkauskaite,https://jcrt.org/authors/eglute-trinkauskaite/
ehud-benor,https://jcrt.org/authors/ehud-benor/
elaina-berlin,https://jcrt.org/authors/elaina-berlin/
elijah-prewitt-davis,https://jcrt.org/authors/elijah-prewitt-davis/
elise-montel-hurlin,https://jcrt.org/authors/elise-montel-hurlin/
ellen-b-cutler,https://jcrt.org/authors/ellen-b-cutler/
elliot-r-wolfson,https://jcrt.org/authors/elliot-r-wolfson/
emily-mcavan,https://jcrt.org/authors/emily-mcavan/
enrique-dussel,https://jcrt.org/authors/enrique-dussel/
eric-bain-selbo,https://jcrt.org/authors/eric-bain-selbo/
eric-d-smaw,https://jcrt.org/authors/eric-d-smaw/
eric-daryl-meyer,https://jcrt.org/authors/eric-daryl-meyer/
eric-l-santner,https://jcrt.org/authors/eric-l-santner/
eric-trozzo,https://jcrt.org/authors/eric-trozzo/
eric-weislogel,https://jcrt.org/authors/eric-weislogel/
erica-weitzman,https://jcrt.org/authors/erica-weitzman/
erik-meganck,https://jcrt.org/authors/erik-meganck/
erin-m-mcnellis,https://jcrt.org/authors/erin-m-mcnellis/
faisal-devji,https://jcrt.org/authors/faisal-devji/
felix-o-murchadha,https://jcrt.org/authors/felix-o-murchadha/
fernando-herrero,https://jcrt.org/authors/fernando-herrero/
filippo-pietrogrande,https://jcrt.org/authors/filippo-pietrogrande/
fiona-cranny,https://jcrt.org/authors/fiona-cranny/
florian-klug,https://jcrt.org/authors/florian-klug/
ford-turrell,https://jcrt.org/authors/ford-turrell/
forrest-clingerman,https://jcrt.org/authors/forrest-clingerman/
francis-sanzaro,https://jcrt.org/authors/francis-sanzaro/
fraser-macdonald,https://jcrt.org/authors/fraser-macdonald/
frederick-j-ruf,https://jcrt.org/authors/frederick-j-ruf/
g-chad-snyder,https://jcrt.org/authors/g-chad-snyder/
gabriel-thomas-gustav-byng,https://jcrt.org/authors/gabriel-thomas-gustav-byng/
gabriel-vahanian,https://jcrt.org/authors/gabriel-vahanian/
gabriele-fadini,https://jcrt.org/authors/gabriele-fadini/
gary-a-mullen,https://jcrt.org/authors/gary-a-mullen/
gary-bedford,https://jcrt.org/authors/gary-bedford/
gary-grieve-carlson,https://jcrt.org/authors/gary-grieve-carlson/
gavin-hurley,https://jcrt.org/authors/gavin-hurley/
gavin-hyman,https://jcrt.org/authors/gavin-hyman/
genn-ruan,https://jcrt.org/authors/genn-ruan/
geoffrey-galt-harpham,https://jcrt.org/authors/geoffrey-galt-harpham/
geoffrey-holsclaw,https://jcrt.org/authors/geoffrey-holsclaw/
george-kodimattam-joseph,https://jcrt.org/authors/george-kodimattam-joseph/
george-quasha,https://jcrt.org/authors/george-quasha/
george-schmidt,https://jcrt.org/authors/george-schmidt/
gerald-majer,https://jcrt.org/authors/gerald-majer/
gerrit-w-neven,https://jcrt.org/authors/gerrit-w-neven/
gianni-vattimo,https://jcrt.org/authors/gianni-vattimo/
gregg-lambert,https://jcrt.org/authors/gregg-lambert/
gregory-flaxman,https://jcrt.org/authors/gregory-flaxman/
hans-ruin,https://jcrt.org/authors/hans-ruin/
harpreet-kaur,https://jcrt.org/authors/harpreet-kaur/
hemopereki-simon,https://jcrt.org/authors/hemopereki-simon/
henry-giroux,https://jcrt.org/authors/henry-giroux/
hent-vries,https://jcrt.org/authors/hent-vries/
hermen-kroesbergen,https://jcrt.org/authors/hermen-kroesbergen/
hollis-phelps,https://jcrt.org/authors/hollis-phelps/
hossein-godazgar,https://jcrt.org/authors/hossein-godazgar/
hui-chun-li,https://jcrt.org/authors/hui-chun-li/
ian-almond,https://jcrt.org/authors/ian-almond/
ian-mcpherson,https://jcrt.org/authors/ian-mcpherson/
ido-govrin,https://jcrt.org/authors/ido-govrin/
ignas-kalpokas,https://jcrt.org/authors/ignas-kalpokas/
iria-grammenou,https://jcrt.org/authors/iria-grammenou/
isabella-guanzini,https://jcrt.org/authors/isabella-guanzini/
isaiah-dylan-ellis,https://jcrt.org/authors/isaiah-dylan-ellis/
isobel-marie-johnston,https://jcrt.org/authors/isobel-marie-johnston/
j-aaron-simmons,https://jcrt.org/authors/j-aaron-simmons/
j-c-smith,https://jcrt.org/authors/j-c-smith/
j-edward-hackett,https://jcrt.org/authors/j-edward-hackett/
j-heath-atchley,https://jcrt.org/authors/j-heath-atchley/
j-l-schellenberg,https://jcrt.org/authors/j-l-schellenberg/
jack-mulder-jr,https://jcrt.org/authors/jack-mulder-jr/
jacky-bowring,https://jcrt.org/authors/jacky-bowring/
jake-s-sirota,https://jcrt.org/authors/jake-s-sirota/
jakob-deibl,https://jcrt.org/authors/jakob-deibl/
james-c-james-craig-livingston,https://jcrt.org/authors/james-c-james-craig-livingston/
james-cochran,https://jcrt.org/authors/james-cochran/
james-dodd,https://jcrt.org/authors/james-dodd/
james-e-willis-iii,https://jcrt.org/authors/james-e-willis-iii/
james-g-hart,https://jcrt.org/authors/james-g-hart/
james-j-dicenso,https://jcrt.org/authors/james-j-dicenso/
james-k-a-smith,https://jcrt.org/authors/james-k-a-smith/
james-mensch,https://jcrt.org/authors/james-mensch/
james-o-duke,https://jcrt.org/authors/james-o-duke/
james-v-spickard,https://jcrt.org/authors/james-v-spickard/
jared-lacey,https://jcrt.org/authors/jared-lacey/
jared-lacy,https://jcrt.org/authors/jared-lacy/
jared-woodard,https://jcrt.org/authors/jared-woodard/
jason-bivins,https://jcrt.org/authors/jason-bivins/
jason-craig,https://jcrt.org/authors/jason-craig/
jason-flato,https://jcrt.org/authors/jason-flato/
jason-m-flato,https://jcrt.org/authors/jason-m-flato/
jason-w-alvis,https://jcrt.org/authors/jason-w-alvis/
jean-leclercq,https://jcrt.org/authors/jean-leclercq/
jean-luc-marion,https://jcrt.org/authors/jean-luc-marion/
jean-michel-rabate,https://jcrt.org/authors/jean-michel-rabate/
jeff-appel,https://jcrt.org/authors/jeff-appel/
jeff-ritchie,https://jcrt.org/authors/jeff-ritchie/
jeffrey-f-keuss,https://jcrt.org/authors/jeffrey-f-keuss/
jeffrey-hanson,https://jcrt.org/authors/jeffrey-hanson/
jeffrey-j-williams,https://jcrt.org/authors/jeffrey-j-williams/
jeffrey-kosky,https://jcrt.org/authors/jeffrey-kosky/
jeffrey-l-kosky,https://jcrt.org/authors/jeffrey-l-kosky/
jeffrey-scholes,https://jcrt.org/authors/jeffrey-scholes/
jeffrey-w-robbins,https://jcrt.org/authors/jeffrey-w-robbins/
jenifer-whiting,https://jcrt.org/authors/jenifer-whiting/
jennifer-art-nelson,https://jcrt.org/authors/jennifer-art-nelson/
jennifer-r-rust,https://jcrt.org/authors/jennifer-r-rust/
jeremy-biles,https://jcrt.org/authors/jeremy-biles/
jerry-burkette,https://jcrt.org/authors/jerry-burkette/
jochen-schmidt,https://jcrt.org/authors/jochen-schmidt/
jode-goudy,https://jcrt.org/authors/jode-goudy/
jodi-dean,https://jcrt.org/authors/jodi-dean/
joe-blosser,https://jcrt.org/authors/joe-blosser/
joel-harrison,https://jcrt.org/authors/joel-harrison/
johannes-zachhuber,https://jcrt.org/authors/johannes-zachhuber/
john-b-cobb-jr,https://jcrt.org/authors/john-b-cobb-jr/
john-burkey,https://jcrt.org/authors/john-burkey/
john-cuda,https://jcrt.org/authors/john-cuda/
john-d-caputo,https://jcrt.org/authors/john-d-caputo/
john-greco,https://jcrt.org/authors/john-greco/
john-hinshaw,https://jcrt.org/authors/john-hinshaw/
john-l-meeks,https://jcrt.org/authors/john-l-meeks/
john-matthew-allison,https://jcrt.org/authors/john-matthew-allison/
john-panteleimon-manoussakis,https://jcrt.org/authors/john-panteleimon-manoussakis/
john-y-cha,https://jcrt.org/authors/john-y-cha/
jonathan-a-seitz,https://jcrt.org/authors/jonathan-a-seitz/
jonathan-david-york,https://jcrt.org/authors/jonathan-david-york/
jonathan-lee,https://jcrt.org/authors/jonathan-lee/
jonathan-russell,https://jcrt.org/authors/jonathan-russell/
jonna-bornemark,https://jcrt.org/authors/jonna-bornemark/
jordan-e-miller,https://jcrt.org/authors/jordan-e-miller/
jordan-osserman,https://jcrt.org/authors/jordan-osserman/
jorge-sicre,https://jcrt.org/authors/jorge-sicre/
joseph-aldinger,https://jcrt.org/authors/joseph-aldinger/
joseph-ballan,https://jcrt.org/authors/joseph-ballan/
joseph-cohen,https://jcrt.org/authors/joseph-cohen/
joseph-j-heath,https://jcrt.org/authors/joseph-j-heath/
joseph-m-m-aldinger,https://jcrt.org/authors/joseph-m-m-aldinger/
joseph-rivera,https://jcrt.org/authors/joseph-rivera/
joseph-valente,https://jcrt.org/authors/joseph-valente/
joseph-winters,https://jcrt.org/authors/joseph-winters/
joshua-canzona,https://jcrt.org/authors/joshua-canzona/
joshua-delpech-ramey,https://jcrt.org/authors/joshua-delpech-ramey/
joshua-giardino,https://jcrt.org/authors/joshua-giardino/
joshua-lawrence,https://jcrt.org/authors/joshua-lawrence/
joshua-m-hall,https://jcrt.org/authors/joshua-m-hall/
joshua-nichols,https://jcrt.org/authors/joshua-nichols/
joshua-ramos,https://jcrt.org/authors/joshua-ramos/
joshua-samuel,https://jcrt.org/authors/joshua-samuel/
josiah-solis,https://jcrt.org/authors/josiah-solis/
joyce-ann-konigsburg,https://jcrt.org/authors/joyce-ann-konigsburg/
joyce-konigsburg,https://jcrt.org/authors/joyce-konigsburg/
julia-reinhard-lupton,https://jcrt.org/authors/julia-reinhard-lupton/
jussi-backman,https://jcrt.org/authors/jussi-backman/
justine-m-bakker,https://jcrt.org/authors/justine-m-bakker/
kara-roberts,https://jcrt.org/authors/kara-roberts/
karen-bray,https://jcrt.org/authors/karen-bray/
karey-harwood,https://jcrt.org/authors/karey-harwood/
karmen-mackendrick,https://jcrt.org/authors/karmen-mackendrick/
karsten-fischer,https://jcrt.org/authors/karsten-fischer/
katerina-kolozova,https://jcrt.org/authors/katerina-kolozova/
katharine-sarah-moody,https://jcrt.org/authors/katharine-sarah-moody/
kelly-maeshiro,https://jcrt.org/authors/kelly-maeshiro/
ken-lokensgard,https://jcrt.org/authors/ken-lokensgard/
kenneth-h-lokensgard,https://jcrt.org/authors/kenneth-h-lokensgard/
kenneth-reinhard,https://jcrt.org/authors/kenneth-reinhard/
kenneth-s-jackson,https://jcrt.org/authors/kenneth-s-jackson/
kerrie-l-carsey,https://jcrt.org/authors/kerrie-l-carsey/
kev-grane,https://jcrt.org/authors/kev-grane/
kevin-hart,https://jcrt.org/authors/kevin-hart/
kevin-hujing,https://jcrt.org/authors/kevin-hujing/
kevin-lewis,https://jcrt.org/authors/kevin-lewis/
kevin-schilbrack,https://jcrt.org/authors/kevin-schilbrack/
kieryn-e-wurts,https://jcrt.org/authors/kieryn-e-wurts/
king-ho-leung,https://jcrt.org/authors/king-ho-leung/
konstantinos-kavoulakos,https://jcrt.org/authors/konstantinos-kavoulakos/
kris-sealey,https://jcrt.org/authors/kris-sealey/
kurt-appel,https://jcrt.org/authors/kurt-appel/
larry-t-shillock,https://jcrt.org/authors/larry-t-shillock/
lars-iyer,https://jcrt.org/authors/lars-iyer/
laura-e-alexander,https://jcrt.org/authors/laura-e-alexander/
lauri-siisiainen,https://jcrt.org/authors/lauri-siisiainen/
lenart-skof,https://jcrt.org/authors/lenart-skof/
leslie-c-miller,https://jcrt.org/authors/leslie-c-miller/
liam-burrell,https://jcrt.org/authors/liam-burrell/
linda-m-maccammon,https://jcrt.org/authors/linda-m-maccammon/
lisa-r-holliday,https://jcrt.org/authors/lisa-r-holliday/
lisa-simon,https://jcrt.org/authors/lisa-simon/
lissa-mccullough,https://jcrt.org/authors/lissa-mccullough/
liyakatali-takim,https://jcrt.org/authors/liyakatali-takim/
lora-stone,https://jcrt.org/authors/lora-stone/
lucas-mccracken,https://jcrt.org/authors/lucas-mccracken/
ludger-hagedorn,https://jcrt.org/authors/ludger-hagedorn/
ludger-hagerdorn,https://jcrt.org/authors/ludger-hagerdorn/
luke-fodor,https://jcrt.org/authors/luke-fodor/
lydia-e-ferguson,https://jcrt.org/authors/lydia-e-ferguson/
m-gail-hamner,https://jcrt.org/authors/m-gail-hamner/
madeleine-taylor,https://jcrt.org/authors/madeleine-taylor/
madeline-yonker,https://jcrt.org/authors/madeline-yonker/
madina-tlostanova,https://jcrt.org/authors/madina-tlostanova/
madison-tarleton,https://jcrt.org/authors/madison-tarleton/
mads-peter-karlsen,https://jcrt.org/authors/mads-peter-karlsen/
maeve-callan,https://jcrt.org/authors/maeve-callan/
magdalena-sedmak,https://jcrt.org/authors/magdalena-sedmak/
manuel-a-vasquez,https://jcrt.org/authors/manuel-a-vasquez/
manuel-jesus-mejido,https://jcrt.org/authors/manuel-jesus-mejido/
manuel-mejido-costoya,https://jcrt.org/authors/manuel-mejido-costoya/
manuel-vasquez,https://jcrt.org/authors/manuel-vasquez/
marcia-sa-cavalcante-schuback,https://jcrt.org/authors/marcia-sa-cavalcante-schuback/
marcus-pound,https://jcrt.org/authors/marcus-pound/
maria-almanza,https://jcrt.org/authors/maria-almanza/
maria-lugones,https://jcrt.org/authors/maria-lugones/
marian-ronan,https://jcrt.org/authors/marian-ronan/
marika-rose,https://jcrt.org/authors/marika-rose/
mario-costa,https://jcrt.org/authors/mario-costa/
